task,group,priority,route,status,frozen,parent_package_sha,parent_model_sha,parent_memory,parent_params,parent_cost,parent_points,parent_valid,archive_present,archive_valid,archive_sha,archive_memory,archive_params,archive_cost,method_family,archive_transfer_hint,current_winner_source,winner_in_parent,examples_checked,examples_passed,output_shape_rule,input_colors,new_output_colors,rule_category,candidate_name,candidate_sha,candidate_memory,candidate_params,candidate_cost,delta_cost,delta_points,accepted,artifact_path,provenance,rejection_reason,notes
task243,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,3aed6d390361ae06f368fac0be535fc9c32480dd44a9eae8e039356b9828d915,10298,412,10710,15.721066836558206,true,true,true,3aed6d390361ae06f368fac0be535fc9c32480dd44a9eae8e039356b9828d915,10298,412,10710,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task246,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,348a4d97aefeb91ec5f54dffccbf89a9866a15f3c0e3b4047d12358599750f1e,1182,92,1274,17.850083163867893,true,true,true,348a4d97aefeb91ec5f54dffccbf89a9866a15f3c0e3b4047d12358599750f1e,1182,92,1274,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,same_shape,0;2;3,8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task251,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ccc7bbe90056b010ef94cdc25510741291a982145e35f72b67e6d7c995f7b91d,2628,35,2663,17.11279141418607,true,true,true,ccc7bbe90056b010ef94cdc25510741291a982145e35f72b67e6d7c995f7b91d,2628,35,2663,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,266,266,same_shape,0;2,1,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task256,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,989c4fd9722c3cc5525b2790dbdc668e52e2bc959654065b45f5c98e120c6c2d,2055,58,2113,17.344135982383943,true,true,true,3347efdee8da5dc83cb7da5c8e643fb3640a3bc4489655d198d0db4d0b2e7efb,2055,59,2114,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,same_shape,0;2,1;3,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task263,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ac809d749f6ae7d011d398e0f014b1a9abb0e459a5d3763ca1989110d0116b7f,441,98,539,18.710284429091004,true,true,true,ac809d749f6ae7d011d398e0f014b1a9abb0e459a5d3763ca1989110d0116b7f,441,98,539,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task264,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,18f2b72ad00aadc4f909aaf0bfe9e5b9fcf568b8bd295f8c36e529b5b2f4a237,940,1389,2329,17.24680573011566,true,true,true,18f2b72ad00aadc4f909aaf0bfe9e5b9fcf568b8bd295f8c36e529b5b2f4a237,940,1389,2329,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task282,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,71f0dde46f0325c9b51eb1e9f10077f0a9f6ea3bc91e18f4c02fe74ffbfb7942,407,39,446,18.899681047979936,true,true,true,71f0dde46f0325c9b51eb1e9f10077f0a9f6ea3bc91e18f4c02fe74ffbfb7942,407,39,446,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,265,265,same_shape,0;5,1,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task287,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,4d6d4d5aa45eccda3d1b31ee747cb6c7f862598eb3138401c41ef1055c64bd9b,0,190,190,19.752975927839515,true,true,true,4d6d4d5aa45eccda3d1b31ee747cb6c7f862598eb3138401c41ef1055c64bd9b,0,190,190,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,267,267,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task331,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,e923bcdc1ae6e86a044c3ca12ddf751a169c701f66820a5937a203b109fe2d80,400,100,500,18.78539190157781,true,true,true,e923bcdc1ae6e86a044c3ca12ddf751a169c701f66820a5937a203b109fe2d80,400,100,500,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,265,265,same_shape,0;1,2;6;7;8,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task353,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,aca31888d6a834f7b63c41dc1e48addce3f44ca64537d5351f9ba073bc41b18b,182,62,244,19.5028317747068,true,true,true,aca31888d6a834f7b63c41dc1e48addce3f44ca64537d5351f9ba073bc41b18b,182,62,244,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,271,271,same_shape,0;3;4,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task358,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,284473aaa644ef5d3a1453d6785e4b2c55b0c31b4ce9fead320ce2559419a0b9,2495,89,2584,17.14290613509751,true,true,true,284473aaa644ef5d3a1453d6785e4b2c55b0c31b4ce9fead320ce2559419a0b9,2495,89,2584,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task384,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,75dc68ca140213f2a46eddf470420acc22a6e20067776370bb8b6b6eabc94834,428,53,481,18.824132729894238,true,true,true,75dc68ca140213f2a46eddf470420acc22a6e20067776370bb8b6b6eabc94834,428,53,481,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,shape_change,0;4,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task386,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422,180,31,211,19.648141866523932,true,true,true,454df939c0621578a2dcd658c41a6909950c13edd425233bc68711b54b1d7422,180,31,211,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,268,268,shape_change,0;1;5;7,3,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task400,D,P1,task_specific_historical_heading_then_archive_family,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ecf33c5db5c12d2e4b9f13cc5d37ad7d1afb945dfd0cb2d31a39447de077f767,1048,54,1102,17.99511801028714,true,true,true,74bb526e867fa4243fab3aed44e15c060cbf5455badadcadcc6cf79f98a5e195,1172,9,1181,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task016,A,P2,shape_relayout_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,fb83a8e988f586009bf17279b7aedb194e3492a8e6f357be6d5e9ed903615733,0,10,10,22.697414907005953,true,true,true,fb83a8e988f586009bf17279b7aedb194e3492a8e6f357be6d5e9ed903615733,0,10,10,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,same_shape,1;2;3;4;5;6;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task053,A,P2,shape_relayout_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,11d2a84ba10862f37e4dae8a206314fd4226f70b6f751eed23e52ba32ebde353,0,30,30,21.598802618337846,true,true,true,11d2a84ba10862f37e4dae8a206314fd4226f70b6f751eed23e52ba32ebde353,0,30,30,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,60,60,same_shape,0;1;2,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task100,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,ca221eee6f25754161b6d2d14f91d15def8fc33898f32e4babd189bb766cd56f,174,9,183,19.79051384715858,true,true,true,ca221eee6f25754161b6d2d14f91d15def8fc33898f32e4babd189bb766cd56f,174,9,183,reduction_mask_logic,rederive_rule_with_fewer_materialized_intermediates,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task103,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,efcd43b5ad14b6c5b1d8d0763306a9b00ea9032fb168a4813004a36e2c6b99fd,36,24,60,20.9056554377779,true,true,true,efcd43b5ad14b6c5b1d8d0763306a9b00ea9032fb168a4813004a36e2c6b99fd,36,24,60,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,223,223,shape_change,0;2,1;7,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task111,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42,223,86,309,19.266658723102253,true,true,true,73def2a41945ee64dc024e226bdacbc7852201ef732d15f75c72a61fd1930e42,223,86,309,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task149,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2c644a361c51fcc505e9e3dbd3154fd7f6f8fbc5299aa99be68f2e6a0af7f5cd,36,100,136,20.087345114263947,true,true,true,2c644a361c51fcc505e9e3dbd3154fd7f6f8fbc5299aa99be68f2e6a0af7f5cd,36,100,136,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,shape_change,0;6;8,1,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task176,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,90377d7d18ecb829911a960afcc184f1b8c3c7509cf4e6fa56ca8edd1acbd75b,0,210,210,19.65289246928253,true,true,true,90377d7d18ecb829911a960afcc184f1b8c3c7509cf4e6fa56ca8edd1acbd75b,0,210,210,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,25,25,same_shape,0;2,4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task207,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,9e0a7637b2d2f2df565e935d65e29691bf75e5e9531b1e7d411245e804f02a0e,0,114,114,20.263801551605503,true,true,true,9e0a7637b2d2f2df565e935d65e29691bf75e5e9531b1e7d411245e804f02a0e,0,114,114,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task210,A,P2,shape_relayout_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,0,30,30,21.598802618337846,true,true,true,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,0,30,30,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;1,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task211,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,dfe0e43453303ebda17a7787355d151ff2bcc3fa5d027d97c06833400a626c05,0,126,126,20.163718093048523,true,true,true,dfe0e43453303ebda17a7787355d151ff2bcc3fa5d027d97c06833400a626c05,0,126,126,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task223,A,P2,shape_relayout_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,60fda0ff702e8a5c46707c1c7dfe15dc3098bb09bca8b068aaa7975c7571eaa8,0,5,5,23.3905620875659,true,true,true,60fda0ff702e8a5c46707c1c7dfe15dc3098bb09bca8b068aaa7975c7571eaa8,0,5,5,small_direct_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task258,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,66f01abc7c629250bbfcdec2238603f4e6fa651d9cc9bfd06b9930e692b326ba,0,150,150,19.989364705903746,true,true,true,66f01abc7c629250bbfcdec2238603f4e6fa651d9cc9bfd06b9930e692b326ba,0,150,150,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,266,266,same_shape,0;1,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task262,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,0092601f6f6318517ba191547b677110d540870a0f16b6ee0f542f3c4b6bdc0e,48,26,74,20.69593490679583,true,true,true,0092601f6f6318517ba191547b677110d540870a0f16b6ee0f542f3c4b6bdc0e,48,26,74,quantized_local_detection,derive_integer_margin_and_crop_local_kernel_support,batch13_parent,true,11,11,same_shape,0;5,2;3;4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task316,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,8a59610ef415c6981a8a9d7125e3907a5de7586b40bb02c461d1fa481282c795,359,47,406,18.993646840398267,true,true,true,8a59610ef415c6981a8a9d7125e3907a5de7586b40bb02c461d1fa481282c795,359,47,406,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task322,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,5f9a8513d653a8fd3ea5c74440eb587bce7e2e25e3ae5b96907e99fab8d0fddc,0,74,74,20.69593490679583,true,true,true,5f9a8513d653a8fd3ea5c74440eb587bce7e2e25e3ae5b96907e99fab8d0fddc,0,74,74,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task371,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,62e99f09826f2b72f91711dcce6d933dd39081ce76ecee738a6ddb61758b71b0,376,91,467,18.853670742331104,true,true,true,62e99f09826f2b72f91711dcce6d933dd39081ce76ecee738a6ddb61758b71b0,376,91,467,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,0;1,3,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task375,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,1b34802c6ab4d672b625bc4774b1fb890f7567237ce6d55ac990e6ee8a597cfb,119,208,327,19.210039829102747,true,true,true,1b34802c6ab4d672b625bc4774b1fb890f7567237ce6d55ac990e6ee8a597cfb,119,208,327,terminal_einsum,fuse_shape_or_mask_selection_into_terminal_einsum,batch13_parent,true,58,58,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task376,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,14506879a045351038068a19c160ca2ebfc57213fa8ad2412935be9b47244eca,144,42,186,19.774253326286797,true,true,true,14506879a045351038068a19c160ca2ebfc57213fa8ad2412935be9b47244eca,144,42,186,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,39,39,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task380,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,d7e7210306b713a5974c74d3f8ab4da6d918fb601bf1314d3d8847f23aa6b364,0,99,99,20.40488014986541,true,true,true,d7e7210306b713a5974c74d3f8ab4da6d918fb601bf1314d3d8847f23aa6b364,0,99,99,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task393,A,P2,shape_relayout_lower_bound_audit,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,aa66a4bb3a58837d5a769b13ddd85dcfceed7dd0de4e9ae711d3e4f064b93ce6,105,12,117,20.237826065202242,true,true,true,aa66a4bb3a58837d5a769b13ddd85dcfceed7dd0de4e9ae711d3e4f064b93ce6,105,12,117,reduction_mask_logic,inspect_constant_and_shape_control_compression,batch13_parent,true,265,265,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task052,C,P2,parent_winner_compression_then_independent_semantic_rebuild,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,299b9dccde06d89ecc0568cb74051282810f9debde90b3fa71efc6faa6879067,0,30,30,21.598802618337846,true,true,true,299b9dccde06d89ecc0568cb74051282810f9debde90b3fa71efc6faa6879067,0,30,30,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,267,267,same_shape,1;2;3;4;6;7;8;9,0;5,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task072,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,670043c6db8c102a8a6f74eef540c9535c32115f710a13f38ca0e43b019f3189,150,30,180,19.807043149109788,true,true,true,670043c6db8c102a8a6f74eef540c9535c32115f710a13f38ca0e43b019f3189,150,30,180,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,268,268,shape_change,0;2;4,3,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task108,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,8dfa6aeacd8d07fa91a5ea79895e7246064d03a81ddf591b1c455b068b85a82c,0,150,150,19.989364705903746,true,true,true,8dfa6aeacd8d07fa91a5ea79895e7246064d03a81ddf591b1c455b068b85a82c,0,150,150,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3;4;5;6;7;8;9,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task113,C,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,0,30,30,21.598802618337846,true,true,true,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,0,30,30,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,265,265,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task142,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,18b4e10c739b09f16f0c3cdbde7b1be93eb0a143298b870912ae715d435ac750,0,90,90,20.500190329669735,true,true,true,18b4e10c739b09f16f0c3cdbde7b1be93eb0a143298b870912ae715d435ac750,0,90,90,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,shape_change,0;1;2;3,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task144,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,462fd3f5d0b79a6ad38365ef1feb3b31535ed5412d0ffa61aa5ff2e835be28f0,0,100,100,20.394829814011906,true,true,true,462fd3f5d0b79a6ad38365ef1feb3b31535ed5412d0ffa61aa5ff2e835be28f0,0,100,100,conv_local_detection,derive_minimal_local_kernel_and_remove_zero_halo,batch13_parent,true,267,267,shape_change,0;2;4;7,3,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task203,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,45f547e4ec9b55f592b273d418dfa6304c0efea40015d1964ded0b64e60957a8,194,22,216,19.624721592315836,true,true,true,45f547e4ec9b55f592b273d418dfa6304c0efea40015d1964ded0b64e60957a8,194,22,216,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,267,267,same_shape,1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task252,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,a1f3f79dbaaedf0d166898641b3b0d641b2376fce8bab3ac088b5c39667c2e57,0,96,96,20.435651808532164,true,true,true,a1f3f79dbaaedf0d166898641b3b0d641b2376fce8bab3ac088b5c39667c2e57,0,96,96,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,266,266,same_shape,0;1;2;3;5;6;7;8;9,4,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task276,C,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,2a3e881ae92099c36f1955bdf96ca1e9f77a4ef3d1d3eb58c63eccc80a655c7e,0,10,10,22.697414907005953,true,true,true,2a3e881ae92099c36f1955bdf96ca1e9f77a4ef3d1d3eb58c63eccc80a655c7e,0,10,10,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,same_shape,6;7,2,same_shape_new_colors,,,,,,,,false,,batch13_parent_remeasured,,
task298,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,b57713b38953acb04fb1b577a09f66058f9a2059252f89287fc175b31a28689b,0,60,60,20.9056554377779,true,true,true,b57713b38953acb04fb1b577a09f66058f9a2059252f89287fc175b31a28689b,0,60,60,single_terminal_einsum,rederive_rule_as_one_direct_output_einsum,batch13_parent,true,267,267,same_shape,0;1;2;3;4;5;6;7;8;9,,same_shape_input_palette,,,,,,,,false,,batch13_parent_remeasured,,
task307,C,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,56955386dbd6988f9e27af533d96825185683e229ceaf0280793dea8c5d5b155,0,5,5,23.3905620875659,true,true,true,56955386dbd6988f9e27af533d96825185683e229ceaf0280793dea8c5d5b155,0,5,5,small_direct_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,266,266,shape_change,0;1;2;3;5;6;7;8,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task311,C,P2,freeze_metadata_natural_lower_bound_audit,frozen_audit_pending,true,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,0,30,30,21.598802618337846,true,true,true,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,0,30,30,gather_scatter_relayout,derive_direct_coordinate_mapping_or_terminal_gather,batch13_parent,true,266,266,shape_change,0;7,,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
task347,C,P2,parent_winner_compression_then_independent_semantic_rebuild,profiled_pending_candidates,false,346129a9e05f2a30d303eaa2d9b8f0a052cdccb57715c3fba12284c3061f2da9,12d173701db38bc50e1a06fcbc76648c0009ea658f756c3fbba8fd1003a992c7,117,26,143,20.03715536974009,true,true,true,12d173701db38bc50e1a06fcbc76648c0009ea658f756c3fbba8fd1003a992c7,117,26,143,general_tensor_graph,inspect_constant_and_shape_control_compression,batch13_parent,true,269,269,shape_change,0;3;4,6,shape_change,,,,,,,,false,,batch13_parent_remeasured,,
