task,file,bytes,sha256,train_examples,arc_gen_examples,test_examples,input_shapes,output_shapes
task159,tasks/task159.json,465430,ff7ef20225b38b2691c548405bdaa9d93e21633791ff69b4bf264b1689de2d4b,3,261,1,15x16;15x17;15x18;15x19;15x20;15x21;15x23;15x24;15x27;16x15;16x19;16x20;16x21;16x22;16x23;16x25;16x26;16x27;16x28;16x29;16x30;17x15;17x16;17x17;17x18;17x20;17x21;17x23;17x24;17x27;17x28;18x15;18x16;18x17;18x18;18x19;18x20;18x21;18x22;18x23;18x24;18x25;18x26;18x27;18x29;18x30;19x15;19x17;19x22;19x24;19x25;19x27;19x28;19x29;20x15;20x17;20x19;20x20;20x23;20x24;20x25;20x26;20x27;21x15;21x16;21x17;21x18;21x20;21x21;21x22;21x23;21x24;21x25;21x26;21x27;21x28;21x29;21x30;22x15;22x17;22x18;22x19;22x23;22x25;22x26;22x27;22x29;22x30;23x15;23x16;23x17;23x18;23x20;23x21;23x24;23x26;23x28;23x29;24x16;24x18;24x21;24x22;24x23;24x26;24x28;24x29;25x16;25x17;25x18;25x19;25x20;25x23;25x24;25x26;25x27;25x29;26x15;26x16;26x17;26x18;26x20;26x22;26x23;26x24;26x26;26x27;26x28;27x16;27x17;27x22;27x24;27x25;27x26;27x28;27x29;28x16;28x17;28x18;28x19;28x20;28x21;28x22;28x23;28x24;28x27;28x28;28x29;29x15;29x16;29x17;29x18;29x23;29x24;29x25;29x27;29x30;30x17;30x18;30x19;30x21;30x22;30x23;30x24;30x26;30x29;30x30,11x11;14x14;5x5;8x8
task160,tasks/task160.json,176259,090f25c9a5d1df5a5ff2b2e15e82cba4d00022a2e1b25ebcab73f38aba3737e0,2,262,1,10x10,10x10
task161,tasks/task161.json,495996,8061a08363fa6615b7c857db51b4df562afb108a75693a3679e473c63f29f9e9,3,262,1,10x15;10x16;10x17;10x19;10x21;10x22;10x23;10x24;10x25;11x15;11x16;11x18;11x19;11x20;11x21;11x22;11x23;11x24;11x25;12x15;12x16;12x17;12x19;12x20;12x21;12x23;12x24;12x25;13x15;13x16;13x17;13x18;13x20;13x21;13x22;13x23;13x25;14x15;14x16;14x17;14x18;14x19;14x20;14x21;14x22;14x23;14x24;14x25;15x15;15x16;15x17;15x19;15x20;15x21;15x22;15x24;15x25;16x15;16x17;16x18;16x19;16x20;16x21;16x22;16x23;16x25;17x15;17x16;17x17;17x18;17x19;17x20;17x21;17x22;17x23;17x24;18x16;18x17;18x18;18x19;18x20;18x21;18x22;18x23;18x24;19x15;19x16;19x17;19x18;19x19;19x20;19x22;19x23;19x24;19x25;20x15;20x16;20x17;20x19;20x20;20x21;20x23;20x25,10x15;10x16;10x17;10x19;10x21;10x22;10x23;10x24;10x25;11x15;11x16;11x18;11x19;11x20;11x21;11x22;11x23;11x24;11x25;12x15;12x16;12x17;12x19;12x20;12x21;12x23;12x24;12x25;13x15;13x16;13x17;13x18;13x20;13x21;13x22;13x23;13x25;14x15;14x16;14x17;14x18;14x19;14x20;14x21;14x22;14x23;14x24;14x25;15x15;15x16;15x17;15x19;15x20;15x21;15x22;15x24;15x25;16x15;16x17;16x18;16x19;16x20;16x21;16x22;16x23;16x25;17x15;17x16;17x17;17x18;17x19;17x20;17x21;17x22;17x23;17x24;18x16;18x17;18x18;18x19;18x20;18x21;18x22;18x23;18x24;19x15;19x16;19x17;19x18;19x19;19x20;19x22;19x23;19x24;19x25;20x15;20x16;20x17;20x19;20x20;20x21;20x23;20x25
task162,tasks/task162.json,666364,f77965fe471decb3f5afd365cd8a699a3da5e2fe9a43fa746afd876f2be5057b,3,262,1,20x20,20x20
task163,tasks/task163.json,212299,d1836e55fe7b0bf878846bd7ba2d6e46ab56902457b4c4492d23c82f883b9477,4,262,1,11x11,11x11
task164,tasks/task164.json,31540,b24fa8e0783875e83b9867bfe4481e2fd12dc47b26476d8344cd26e80fa98dea,4,262,1,3x3,3x6
task165,tasks/task165.json,663859,0f69436f28712066da71eb64d01d8185588c03fa25fb66b4bcd0fd07dc221d4e,3,261,1,20x20,20x20
task166,tasks/task166.json,183604,08b871ea730847dcf336f493f16e5dbd36aae2c9d92ccbe300a412ee1fcd8f0a,3,262,1,10x10;10x11;10x12;10x13;10x14;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x7;12x8;12x9;13x10;13x11;13x12;13x8;13x9;14x10;14x12;14x7;14x8;7x11;7x13;7x14;7x8;7x9;8x10;8x11;8x12;8x14;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x7;9x8;9x9,10x10;10x11;10x12;10x13;10x14;10x7;10x8;10x9;11x10;11x11;11x12;11x13;11x14;11x7;11x8;11x9;12x10;12x11;12x12;12x13;12x7;12x8;12x9;13x10;13x11;13x12;13x8;13x9;14x10;14x12;14x7;14x8;7x11;7x13;7x14;7x8;7x9;8x10;8x11;8x12;8x14;8x8;8x9;9x10;9x11;9x12;9x13;9x14;9x7;9x8;9x9
task167,tasks/task167.json,24422,78c2b18221a34d36a90fc305c07fa998de7de9d09b6618a0eae59dfa5aa8e9bd,5,262,1,3x3,3x3
task168,tasks/task168.json,176259,6a2ea6fee6c98ff78c58f905b6d5e1e9e8fa2c19f912df2efab6bbf5dd2f577b,2,262,1,10x10,10x10
task169,tasks/task169.json,176924,948def19eadea2d9a7e9ce2129dbe6c81986aa73369a61a0d58b3f575843c793,3,262,1,10x10,10x10
task170,tasks/task170.json,505298,67e24280ff65549a1ea5bf506a8e1405e0e21a7f13edb03ab565d889f34236ce,3,262,1,21x21;21x22;21x23;21x24;21x25;21x26;21x27;21x28;22x21;22x22;22x23;22x24;22x25;22x26;22x27;22x28;23x21;23x22;23x23;23x24;23x25;23x26;23x27;23x28;24x21;24x22;24x23;24x24;24x25;24x26;24x27;24x28;25x21;25x22;25x23;25x24;25x25;25x26;25x27;25x28;26x21;26x22;26x23;26x24;26x25;26x26;26x27;26x28;27x21;27x22;27x23;27x24;27x25;27x26;27x27;27x28;28x21;28x22;28x23;28x24;28x25;28x26;28x27;28x28,3x3;4x4
task171,tasks/task171.json,13918,d9317e4759fb27338e95147573c9cbb83a2d169398663565280d97ba74248b43,4,49,1,3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x3;9x4;9x5;9x6;9x7;9x8;9x9,3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x3;9x4;9x5;9x6;9x7;9x8;9x9
task172,tasks/task172.json,33142,1df4b56112fe7347f6025104a110c92dbc8f869a0a41610b3f42cc18e94fa776,4,262,1,3x3,6x3
task173,tasks/task173.json,586758,d18d7898e61d92045310992d4855c6b341fc1dc02ee36a77e70788768695f347,3,262,1,10x11;10x12;10x14;10x15;10x19;10x21;10x22;10x23;10x24;11x10;11x15;11x19;11x20;11x21;11x23;11x24;12x15;12x17;12x21;12x23;12x24;13x10;13x12;13x15;13x16;13x17;13x18;13x20;13x21;13x22;13x23;13x24;14x11;14x17;14x19;14x20;14x24;15x13;15x14;15x17;15x21;15x22;15x24;15x25;16x10;16x11;16x14;16x17;16x18;16x19;16x21;16x23;16x24;16x25;17x10;17x13;17x14;17x15;17x17;17x18;17x19;17x20;17x21;17x23;17x24;17x25;18x11;18x12;18x13;18x15;18x16;18x20;18x21;18x22;18x24;18x25;19x11;19x12;19x13;19x15;19x16;19x18;19x19;19x20;19x22;19x23;19x24;20x10;20x12;20x13;20x15;20x17;20x18;20x19;20x22;20x24;20x25;21x10;21x11;21x13;21x14;21x16;21x17;21x18;21x19;21x21;21x22;21x23;21x24;21x25;22x12;22x13;22x14;22x15;22x17;22x18;22x19;22x20;22x21;22x22;22x23;22x24;23x11;23x12;23x14;23x16;23x17;23x18;23x19;23x21;23x22;23x23;23x24;24x11;24x12;24x13;24x14;24x16;24x17;24x18;24x19;24x21;24x22;24x23;24x24;24x25;25x10;25x12;25x13;25x14;25x16;25x17;25x18;25x19;25x20;25x21;25x22;25x23;25x24;25x25,10x11;10x12;10x14;10x15;10x19;10x21;10x22;10x23;10x24;11x10;11x15;11x19;11x20;11x21;11x23;11x24;12x15;12x17;12x21;12x23;12x24;13x10;13x12;13x15;13x16;13x17;13x18;13x20;13x21;13x22;13x23;13x24;14x11;14x17;14x19;14x20;14x24;15x13;15x14;15x17;15x21;15x22;15x24;15x25;16x10;16x11;16x14;16x17;16x18;16x19;16x21;16x23;16x24;16x25;17x10;17x13;17x14;17x15;17x17;17x18;17x19;17x20;17x21;17x23;17x24;17x25;18x11;18x12;18x13;18x15;18x16;18x20;18x21;18x22;18x24;18x25;19x11;19x12;19x13;19x15;19x16;19x18;19x19;19x20;19x22;19x23;19x24;20x10;20x12;20x13;20x15;20x17;20x18;20x19;20x22;20x24;20x25;21x10;21x11;21x13;21x14;21x16;21x17;21x18;21x19;21x21;21x22;21x23;21x24;21x25;22x12;22x13;22x14;22x15;22x17;22x18;22x19;22x20;22x21;22x22;22x23;22x24;23x11;23x12;23x14;23x16;23x17;23x18;23x19;23x21;23x22;23x23;23x24;24x11;24x12;24x13;24x14;24x16;24x17;24x18;24x19;24x21;24x22;24x23;24x24;24x25;25x10;25x12;25x13;25x14;25x16;25x17;25x18;25x19;25x20;25x21;25x22;25x23;25x24;25x25
task174,tasks/task174.json,99394,6288e6b43be9536002265cacd3071f29dc198523444937dd7e4b4331e662b2c1,3,262,1,10x10,1x2;1x5;2x1;2x2;2x3;2x4;2x5;3x1;3x2;3x3;3x4;4x1;4x2;4x3;5x1;5x2
task175,tasks/task175.json,732864,70e4c617622d3e0f7fa40413ab771028dbc143bedd6a194dccebc3c3141dc20f,3,262,1,21x21,21x21
task176,tasks/task176.json,7853,f83eca3211dd0cef32c03eb2e78752dec97e56ac6b6b7109c3faf8c0155957f0,3,21,1,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20;3x21;3x22;3x23;3x24;3x25;3x5;3x6;3x7;3x8;3x9,3x10;3x11;3x12;3x13;3x14;3x15;3x16;3x17;3x18;3x19;3x20;3x21;3x22;3x23;3x24;3x25;3x5;3x6;3x7;3x8;3x9
task177,tasks/task177.json,222785,f3d90b5c11a53f1f549055260d7c8fca84395f05257cf1d530e92a653a7d8c81,3,261,1,10x10;10x11;10x12;10x14;10x15;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,4x4;4x5;4x6;4x7;4x8;5x4;5x5;5x6;5x7;5x8;6x4;6x5;6x6;6x7;6x8;7x4;7x5;7x6;7x7;7x8;8x4;8x5;8x6;8x7;8x8
task178,tasks/task178.json,32472,e536fb84d18e3d1bc06b155c23990bbf9b163ab3dba4a66d5e23c593b51ecf45,5,262,1,10x1;10x2;10x3;10x4;10x5;11x1;11x2;11x3;11x4;11x5;12x1;12x3;12x4;14x2;1x10;1x11;1x13;1x4;1x5;1x6;1x7;1x8;1x9;2x10;2x11;2x12;2x5;2x6;2x7;2x8;2x9;3x10;3x11;3x12;3x13;3x3;3x5;3x6;3x7;3x8;3x9;4x1;4x10;4x11;4x12;4x13;4x2;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x10;5x11;5x12;5x2;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x1;6x2;6x3;6x4;6x5;7x1;7x2;7x3;7x4;7x5;8x1;8x2;8x3;8x4;8x5;9x1;9x2;9x3;9x4;9x5,1x3;1x4;1x5;3x1;4x1;5x1
task179,tasks/task179.json,24331,a22f3ccbb31204dee92e25c1175c37ba02279561d2759035a159fe34c20b02ac,4,262,1,3x3,3x3
task180,tasks/task180.json,77486,3cd70d1c6238b15fc1eda81a6bccdd3742cd675a6eb8239a3278b0de3cefd9bf,5,262,1,8x8,4x4
task181,tasks/task181.json,99252,23e73237190cea370dfbcb0ce41ced4767f23a625cbb27b84031b2534dc2ea41,3,262,1,6x9,6x9
task182,tasks/task182.json,668869,e19a63dd07dcaad755aaaf533860fe1a0b0c3d7fe3498a2f776ac49a041a3c82,4,262,1,20x20,20x20
task183,tasks/task183.json,79947,058d92316a517f8dddc4c91358c085534c0328635725a0316d92060073c1e4ba,3,261,1,10x10;6x6;8x8,2x2;4x4;6x6
task184,tasks/task184.json,480055,8340ed5c1187da4a2cfe5e542c177ba2dd428cdea23d78fc4309c4a77512e7d4,3,262,1,10x15;10x19;10x35;11x24;12x21;12x23;12x24;12x26;12x28;12x32;13x11;13x18;13x30;13x31;13x34;14x15;14x17;14x18;15x16;15x17;15x32;15x33;15x43;16x11;16x14;16x15;16x18;16x21;16x22;16x23;16x32;16x36;16x46;17x15;17x19;17x22;17x30;17x32;17x34;17x9;18x14;18x17;18x18;18x22;18x24;18x28;18x29;19x11;19x12;19x15;19x16;19x17;19x21;19x23;19x24;19x25;19x26;19x28;19x30;19x33;19x42;19x8;20x13;20x15;20x17;20x19;20x20;20x21;20x24;20x28;20x30;20x31;20x32;20x34;20x36;20x43;21x13;21x14;21x15;21x16;21x18;21x19;21x21;21x22;21x26;21x27;21x32;22x12;22x17;22x18;22x19;22x22;22x24;22x26;22x27;22x28;22x35;22x40;23x12;23x13;23x17;23x21;23x23;23x24;23x25;23x26;23x28;23x29;23x31;23x35;24x14;24x15;24x22;24x24;24x32;24x33;24x36;25x15;25x16;25x19;25x23;25x26;25x28;25x31;25x33;25x34;25x37;25x42;26x13;26x14;26x18;26x19;26x20;26x22;26x23;26x27;26x28;26x29;26x30;26x31;26x34;26x38;26x39;27x13;27x14;27x17;27x19;27x20;27x22;27x23;27x24;27x27;27x28;27x34;27x35;27x37;28x21;28x22;28x24;28x25;28x26;28x27;28x37;29x12;29x15;29x16;29x22;29x23;29x26;29x27;29x30;30x14;30x16;30x22;30x33;30x42;31x12;31x16;31x23;31x24;31x27;31x30;31x32;31x35;32x10;32x15;32x26;32x31;32x36;33x15;33x24;33x25;33x29;33x31;33x34;34x17;34x21;34x22;34x29;35x15;35x27;35x29;35x31;36x17;36x19;36x21;36x22;36x25;36x35;36x8;37x15;37x36;38x11;38x15;38x18;38x23;39x21;39x27;39x35;40x13;41x22;42x28;43x10;44x13;7x25;8x26,2x2;2x3;3x2;3x3
task185,tasks/task185.json,676427,6eb314b6fd4d826a778eafc99f0b1db2bd5d1f305d204e099ccfa3d3a845f4df,4,262,1,27x27;29x29,3x3
task186,tasks/task186.json,24331,263808f5c92c47488dd6fc49ec00ffebc7e9f3e4525a80561a683ff688269ff8,10,255,2,3x3,3x3
task187,tasks/task187.json,837232,2d8785aad2b25057defe0dcbc165a09648614624cc1599a319346a3594a0e431,3,262,1,20x20;20x21;20x22;20x23;20x24;20x25;21x20;21x21;21x22;21x23;21x24;21x25;22x20;22x21;22x22;22x23;22x24;22x25;23x20;23x21;23x22;23x23;23x24;23x25;24x20;24x21;24x22;24x23;24x24;24x25;25x20;25x21;25x22;25x23;25x24;25x25,20x20;20x21;20x22;20x23;20x24;20x25;21x20;21x21;21x22;21x23;21x24;21x25;22x20;22x21;22x22;22x23;22x24;22x25;23x20;23x21;23x22;23x23;23x24;23x25;24x20;24x21;24x22;24x23;24x24;24x25;25x20;25x21;25x22;25x23;25x24;25x25
task188,tasks/task188.json,32509,e169400038bd63b5b0892a497bc9ffa11bb3bc9565813a2d3760d43eb550a702,3,262,1,2x4;2x6;2x8;3x4;3x6;3x8;4x2;4x3;4x4;4x6;4x8;6x2;6x3;6x4;8x2;8x3;8x4,2x2;2x3;2x4;3x2;3x3;3x4;4x2;4x3;4x4
task189,tasks/task189.json,108030,1884c7a0b2a78d6d3d372ec33ffca97d89a5be88b900480a11880311eb0f77f0,3,262,1,9x9,6x6
task190,tasks/task190.json,176924,71a93463b393755f708b39017253e3b81bf3f78f02d2fa53c686c3cc90fb0579,3,262,1,10x10,10x10
task191,tasks/task191.json,878731,2c58aca0bb384324e730939c198a000110f09476ee054735b0216edd1e902cd6,4,262,1,23x23,23x23
task192,tasks/task192.json,534699,76e7838cf195a79c13a6a21255cf6b27d9bef3a01367d8c9f08409353c01b188,2,262,1,10x19;11x19;11x20;12x15;12x16;12x17;12x18;12x19;12x20;13x14;13x16;13x19;13x20;14x15;14x16;14x18;14x19;14x20;15x13;15x14;15x16;15x17;15x18;15x19;15x20;16x11;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x12;20x14;20x15;20x16;20x17;20x18;20x19;20x20,10x19;11x19;11x20;12x15;12x16;12x17;12x18;12x19;12x20;13x14;13x16;13x19;13x20;14x15;14x16;14x18;14x19;14x20;15x13;15x14;15x16;15x17;15x18;15x19;15x20;16x11;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x12;20x14;20x15;20x16;20x17;20x18;20x19;20x20
task193,tasks/task193.json,322848,d3cd44aae2a63cfa8122c913bd4a31a61f537c38de7a98dcbcc1b0a92c9c6c6a,3,262,1,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20;7x7;8x8;9x9
task194,tasks/task194.json,47382,49fb8a58faa6d56d874ee75c80e1fbe10421ba36ab3cfaa1b9755ebe6212702d,3,262,1,3x3,6x6
task195,tasks/task195.json,313602,4e70440b69114fd566d32c41877d7ec14617453514169f9ada1555b36c49f9b8,3,261,1,15x17;16x18;17x19,9x9
task196,tasks/task196.json,256548,9f12d14f6b0d4cb75b1e9d5ebe72494d99d9396b18378b3f500919d2d4031171,3,262,1,12x12;15x15;9x9,12x12;15x15;9x9
task197,tasks/task197.json,163461,e80e874805c2ada90ac015f1eef6123b2eab7865ddac750d56ad31be84e77d4f,4,262,1,10x10;10x8;12x10;12x8;14x10;14x8;6x10;6x8;8x10;8x8,10x10;10x8;12x10;12x8;14x10;14x8;6x10;6x8;8x10;8x8
task198,tasks/task198.json,949102,e27114cc38bdf67cc2f3802cabf753cdfbbea815f9933b3e58fcfe17432bb193,3,262,1,17x17;19x19;23x23;24x24;27x27;29x29,17x17;19x19;23x23;24x24;27x27;29x29
task199,tasks/task199.json,166958,63c078b40e76e8565149a4f6fdbcfd5b3261a36ff37d5b479d60e05957c8c4be,3,262,1,10x10;11x11;12x12;13x13;14x14;15x15;3x3;4x4;5x5;6x6;7x7;8x8;9x9,10x10;11x11;12x12;13x13;14x14;15x15;3x3;4x4;5x5;6x6;7x7;8x8;9x9
task200,tasks/task200.json,55894,854cbd3b209925bec55326808ec0d828bfebde61f34acb6734a4e0087c89ba2c,3,80,1,10x10,10x10
task201,tasks/task201.json,179422,1a5f9a55d70ea844ccb569c52861bbfcfcab1669985f763bc36fdfc545455cb7,4,261,1,13x13,4x6;4x8;5x6;5x8;6x6;6x8;7x8
task202,tasks/task202.json,509701,3f72142eca8dfd336f96b55991b7cb48bf6b4431951ffad91e03df4c73b90bf1,4,262,1,10x10;10x12;10x15;10x16;10x17;10x18;10x19;10x23;10x28;10x29;10x30;10x35;10x36;10x7;11x10;11x11;11x12;11x13;11x14;11x16;11x18;11x20;11x23;11x27;11x28;11x29;11x33;11x34;11x37;11x6;12x10;12x11;12x12;12x14;12x15;12x18;12x19;12x20;12x25;12x27;12x33;12x36;12x38;12x7;13x10;13x11;13x13;13x15;13x17;13x19;13x20;13x8;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;14x23;14x28;14x29;14x30;14x32;14x34;14x6;15x10;15x11;15x12;15x13;15x16;15x19;15x21;15x23;15x24;15x25;15x26;15x27;15x33;15x34;15x36;16x12;16x13;16x14;16x16;16x17;16x19;16x20;16x23;16x24;16x25;16x29;16x31;16x9;17x10;17x12;17x13;17x15;17x16;17x20;17x22;17x24;17x25;17x28;18x10;18x11;18x13;18x16;18x17;18x18;18x19;18x20;18x30;18x31;18x35;18x9;19x10;19x12;19x13;19x14;19x16;19x17;19x18;19x19;19x21;19x22;19x28;19x30;20x11;20x12;20x13;20x14;20x16;20x17;20x18;20x19;20x20;20x25;20x26;20x30;20x8;21x12;21x13;21x19;22x10;22x18;22x19;23x11;23x12;23x15;23x19;24x10;24x11;24x12;24x13;24x16;24x17;24x20;26x11;26x12;26x13;26x19;27x10;27x12;27x15;27x19;28x13;28x14;29x10;29x11;29x16;29x19;29x20;30x11;30x13;30x14;30x17;30x19;32x12;32x14;33x10;33x11;33x12;33x17;33x19;34x12;34x20;35x17;35x18;35x19;36x13;37x17;40x20;41x18;42x17;6x15;6x16;6x18;7x10;7x20;8x11;9x12;9x14;9x15;9x18,10x10;10x12;10x15;10x16;10x17;10x18;10x19;10x23;10x28;10x29;10x30;10x35;10x36;10x7;11x10;11x11;11x12;11x13;11x14;11x16;11x18;11x20;11x23;11x27;11x28;11x29;11x33;11x34;11x37;11x6;12x10;12x11;12x12;12x14;12x15;12x18;12x19;12x20;12x25;12x27;12x33;12x36;12x38;12x7;13x10;13x11;13x13;13x15;13x17;13x19;13x20;13x8;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;14x23;14x28;14x29;14x30;14x32;14x34;14x6;15x10;15x11;15x12;15x13;15x16;15x19;15x21;15x23;15x24;15x25;15x26;15x27;15x33;15x34;15x36;16x12;16x13;16x14;16x16;16x17;16x19;16x20;16x23;16x24;16x25;16x29;16x31;16x9;17x10;17x12;17x13;17x15;17x16;17x20;17x22;17x24;17x25;17x28;18x10;18x11;18x13;18x16;18x17;18x18;18x19;18x20;18x30;18x31;18x35;18x9;19x10;19x12;19x13;19x14;19x16;19x17;19x18;19x19;19x21;19x22;19x28;19x30;20x11;20x12;20x13;20x14;20x16;20x17;20x18;20x19;20x20;20x25;20x26;20x30;20x8;21x12;21x13;21x19;22x10;22x18;22x19;23x11;23x12;23x15;23x19;24x10;24x11;24x12;24x13;24x16;24x17;24x20;26x11;26x12;26x13;26x19;27x10;27x12;27x15;27x19;28x13;28x14;29x10;29x11;29x16;29x19;29x20;30x11;30x13;30x14;30x17;30x19;32x12;32x14;33x10;33x11;33x12;33x17;33x19;34x12;34x20;35x17;35x18;35x19;36x13;37x17;40x20;41x18;42x17;6x15;6x16;6x18;7x10;7x20;8x11;9x12;9x14;9x15;9x18
task203,tasks/task203.json,267429,91ead610ae72642bf22142c222deef08bdb476ca579b6bc33f8f080247a3317e,4,262,1,10x10;12x12;14x14;16x16;18x18;6x6;8x8,10x10;12x12;14x14;16x16;18x18;6x6;8x8
task204,tasks/task204.json,386450,43ac089ba6c08178c41a417a83fdc1f696f3db61588c9cdbd3c8dea6dc56e86a,5,262,1,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20,10x10;11x11;12x12;13x13;14x14;15x15;16x16;17x17;18x18;19x19;20x20
task205,tasks/task205.json,472068,9ba7bfd2744de2a8bdce0bd41edead3e4ee227d368c472d28a1d17e5b4057e84,3,262,1,15x16;15x17;15x18;15x19;15x20;15x21;15x23;15x24;15x27;15x30;16x15;16x17;16x19;16x20;16x21;16x22;16x23;16x25;16x26;16x27;16x28;16x29;16x30;17x15;17x16;17x17;17x18;17x20;17x21;17x23;17x24;17x26;17x27;17x28;18x15;18x16;18x17;18x18;18x19;18x20;18x21;18x22;18x23;18x24;18x25;18x26;18x27;18x29;18x30;19x15;19x17;19x22;19x24;19x25;19x27;19x28;19x29;20x15;20x17;20x19;20x20;20x23;20x24;20x25;20x26;20x27;21x16;21x17;21x18;21x20;21x21;21x22;21x23;21x24;21x25;21x27;21x28;21x29;21x30;22x15;22x17;22x18;22x19;22x23;22x25;22x26;22x27;22x29;22x30;23x15;23x16;23x17;23x18;23x20;23x21;23x24;23x26;23x28;23x29;24x16;24x18;24x21;24x22;24x23;24x26;24x28;24x29;25x16;25x17;25x18;25x19;25x20;25x23;25x24;25x26;25x27;25x29;26x16;26x17;26x18;26x20;26x22;26x23;26x24;26x26;26x27;26x28;27x16;27x17;27x23;27x24;27x25;27x26;27x28;27x29;28x16;28x17;28x18;28x19;28x20;28x21;28x22;28x23;28x24;28x27;28x28;28x29;29x16;29x17;29x18;29x23;29x24;29x25;29x27;29x30;30x17;30x18;30x19;30x21;30x22;30x23;30x24;30x26;30x29;30x30,10x10;10x6;10x7;10x8;10x9;6x10;6x6;6x7;6x8;6x9;7x10;7x6;7x7;7x8;7x9;8x10;8x6;8x7;8x8;8x9;9x10;9x6;9x7;9x8;9x9
task206,tasks/task206.json,160372,13bcc6becd210b4c59457d8526a75f4559c3774c4b09ab4db95a1c007ab64484,3,262,1,10x10;10x11;10x12;10x7;10x8;10x9;11x10;11x11;11x12;11x7;11x8;11x9;12x10;12x11;12x12;12x7;12x8;12x9;7x10;7x11;7x12;7x7;7x8;7x9;8x10;8x11;8x12;8x7;8x8;8x9;9x10;9x11;9x12;9x7;9x8;9x9,10x10;10x11;10x12;10x7;10x8;10x9;11x10;11x11;11x12;11x7;11x8;11x9;12x10;12x11;12x12;12x7;12x8;12x9;7x10;7x11;7x12;7x7;7x8;7x9;8x10;8x11;8x12;8x7;8x8;8x9;9x10;9x11;9x12;9x7;9x8;9x9
task207,tasks/task207.json,33424,a2ddebb43db115c98178a43ada9bd6f6fc07d3768f5d130fc8b1ce198901aa8f,3,261,1,5x5,2x2
task208,tasks/task208.json,732864,5b977429ec1d494959e66234f4bd65830082204ba695ca300751eda43c043c74,3,262,1,21x21,21x21
